accession	description
"LC373087"	"Crassiperidium octosporum KT 3029 gene for 18S ribosomal RNA, partial sequence."
"LC206668"	"Neonectria obtusispora gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3969."
"LC206498"	"Ramularia haroldporteri gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3289."
"AB508104"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H10, country: Japan:Nara, Odaigahara."
"LC497336"	"Dasyscyphella longistipitata DL644 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H131."
"LC096150"	"Cryptocoryneum paracondensatum tef1 gene for translation elongation factor-1 alpha, partial cds, strain: KT3071."
"LC096167"	"Cryptocoryneum longicondensatum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, strain: KT3487."
"LC206641"	"Phomopsis prunorum gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3869."
"LC203355"	"Pseudodidymella fagi gene for 28S ribosomal RNA, partial sequence, strain: RF 5."
"LC206619"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3744."
"LC206538"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3396."
"LC206552"	"Didymosphaeria variabile gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3611."
"LC203319"	"Melanomma japonicum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, strain: KT 3028."
"LC206686"	"Schizophyllum commune gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-4145."
"LC061585"	"Pseudoasteromassaria fagi gene for 18S small subunit ribosomal RNA, partial sequence."
"LC096148"	"Cryptocoryneum longicondensatum tef1 gene for translation elongation factor-1 alpha, partial cds, strain: KT2913."
"LC206476"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3200."
"LC206503"	"Didymosphaeria variabile gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3294."
"LC206603"	"Umbelopsis dimorpha gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3697."
"LC206611"	"Hymenoscyphus dehlii gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3735."
"LC150786"	"Pseudodidymella fagi genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, strain: KT 3074-3."
"LC206556"	"Hymenoscyphus dehlii gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3615."
"LC206588"	"Fusarium lateritium gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3655."
"LC206469"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3193."
"LC206615"	"Hymenoscyphus dehlii gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3739."
"LC206642"	"Didymosphaeria variabile gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3870."
"LC150788"	"Pseudodidymella fagi genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, strain: RF 5."
"LC194321"	"Cryptocoryneum paracondensatum gene for 18S ribosomal RNA, partial sequence, strain: KT3241."
"LC203357"	"Pseudodidymella fagi gene for 28S ribosomal RNA, partial sequence, strain: AH 561."
"LC206456"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3180."
"LC206483"	"Didymosphaeria variabile gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3273."
"LC206523"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3381."
"LC206669"	"Oidiodendron maius gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3972."
"LC096169"	"Cryptocoryneum paracondensatum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, strain: KT3241."
"KC660549"	"Neonectria microconidia strain MAFF 241570 internal transcribed spacer 1, partial sequence 5.8S ribosomal RNA gene, complete sequence and internal transcribed spacer 2, partial sequence."
"AB848560"	"Pseudotomentella sp. YM910 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence."
"LC206599"	"Umbelopsis dimorpha gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3669."
"AB753796"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: M01hf."
"LC206553"	"Colletotrichum lupini gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3612."
"LC206493"	"Didymosphaeria variabile gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3284."
"AB162839"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: S1."
"AB757815"	"Hartigiola faggalli genes for 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: M16hf."
"AB508108"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H12, country: Japan:Miyagi, Taiwa-cho."
"LC203382"	"Pseudodidymella fagi tef1 gene for elongation factor 1 alpha, partial cds, strain: KT 3074-3."
"AB757827"	"Hartigiola faggalli genes for 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: M23hf."
"LC373116"	"Crassiperidium octosporum KT 3605 gene for 28S ribosomal RNA, partial sequence."
"LC203338"	"Melanomma japonicum gene for 28S ribosomal RNA, partial sequence, strain: KT 3425."
"LC206532"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3390."
"LC497406"	"Dasyscyphella longistipitata DL902 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H153."
"LC498251"	"Dasyscyphella longistipitata DL625 gene, beta-tubulin, partial sequence."
"AB848465"	"Cortinarius sp. YM873 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence."
"LC206477"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3201."
"LC206495"	"Didymosphaeria variabile gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3286."
"LC206610"	"Hymenoscyphus dehlii gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3734."
"LC203365"	"Melanomma japonicum tef1 gene for elongation factor 1 alpha, partial cds, strain: KT 3028."
"LC203411"	"Pseudodidymella fagi rpb2 gene for RNA polymerase II second largest subunit, partial cds, strain: RF 5."
"LC497356"	"Dasyscyphella longistipitata DL706 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H95."
"AB472190"	"Fungal endophyte sp. Osuzu genes for 5.8S rRNA, ITS2, partial sequence."
"AB753810"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: M06hf."
"LC373120"	"Crassiperidium octosporum KT 2144 TEF1 gene for elongation factor 1 alpha, partial cds."
"LC497378"	"Dasyscyphella longistipitata DL771 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H34."
"LC497366"	"Dasyscyphella longistipitata DL738 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H76."
"AB757811"	"Hartigiola faggalli genes for 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: M14hf."
"LC206585"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3652."
"LC497399"	"Dasyscyphella longistipitata DL886 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H146."
"LC498256"	"Dasyscyphella longistipitata DL631 gene, beta-tubulin, partial sequence."
"LC498261"	"Dasyscyphella longistipitata DL637 gene, beta-tubulin, partial sequence."
"AB753808"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: M22hf."
"KC660548"	"Neonectria coccinea strain MAFF 241561 internal transcribed spacer 1, partial sequence 5.8S ribosomal RNA gene, complete sequence and internal transcribed spacer 2, partial sequence."
"LC497360"	"Dasyscyphella longistipitata DL719 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H96."
"JN378424"	"Octaviania japonimontana voucher KPM-NC-001798 translation elongation factor 1-alpha (tef1) gene, partial cds."
"AB553741"	"Asterosporium asterospermum gene for 28S ribosomal RNA, partial sequence, strain: KT2095."
"LC497330"	"Dasyscyphella longistipitata DL625 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H10."
"AB753801"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: M17hf."
"LC373098"	"Crassiperidium octosporum KT 3008 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence."
"AB848666"	"Tomentella sp. YM919 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence."
"AB508140"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H28, country: Japan:Kumamoto, Nihonsugi-toge."
"AB508154"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H49, country: Japan:Kumamoto, Nihonsugi-toge."
"LC206591"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3658."
"AB508120"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H13, country: Japan:Nara, Odaigahara."
"LC206516"	"Diaporthe nobilis gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3312."
"LC206657"	"Ramularia pratensis gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3896."
"AB757817"	"Hartigiola faggalli genes for 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: M22hf."
"LC206653"	"Ramularia pratensis gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3890."
"LC497391"	"Dasyscyphella longistipitata DL862 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H116."
"AB848565"	"Russula sp. YM848 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence."
"AB753809"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: M02hf."
"LC373112"	"Crassiperidium octosporum KT 3046 gene for 28S ribosomal RNA, partial sequence."
"LC206446"	"Didymosphaeria variabile gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-2447."
"LC206618"	"Flammulina velutipes gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3743."
"LC206460"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3184."
"LC206440"	"Diaporthe vaccinii gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-2412."
"LC206437"	"Phomopsis prunorum gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-2408."
"AB848577"	"Russula sp. YM1232 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence."
"LC497348"	"Dasyscyphella longistipitata DL681 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H89."
"LC206558"	"Sphaerulina berberidis gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3617."
"MT246573"	"Phyllaphis fagifoliae voucher Calphy123 cytochrome c oxidase subunit I (COX1) gene, partial cds mitochondrial."
"LC206586"	"Pestalotiopsis cocculi gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3653."
"AB848423"	"Clavulinaceae sp. YM1437 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence."
"AB918144"	"Xylaria sp. 3L921 genes for ITS2, 28S rRNA, partial sequence."
"AB508105"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H10, country: Japan:Ehime, Mt. Takanawa."
"LC206441"	"Phomopsis prunorum gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-2413."
"AB757821"	"Hartigiola faggalli genes for 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: M04hf."
"LC497331"	"Dasyscyphella longistipitata DL626 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H28."
"AB915942"	"Phomopsis sp. 3C4211 genes for ITS2, 28S rRNA, partial sequence."
"AB753817"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: M23hf."
"LC206459"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3183."
"LC497394"	"Dasyscyphella longistipitata DL873 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H120."
"LC206454"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3178."
"LC206546"	"Pleotrichocladium opacum gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3427."
"AB607173"	"Ponticulomyces kedrovayae genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 25S rRNA, partial and complete sequence, specimen_voucher: TUMH:40166."
"AB162830"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: S8."
"AB508110"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H12, country: Japan:Niigata, Matsunoyama-onsen."
"LC373084"	"Crassiperidium octosporum KT 2144 gene for 18S ribosomal RNA, partial sequence."
"LC206660"	"Phialocephala fortinii gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3947."
"AB918147"	"Geniculosporium sp. 1C2424 genes for ITS2, 28S rRNA, partial sequence."
"AB508165"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H61, country: Japan:Ehime, Mt. Takanawa."
"LC497350"	"Dasyscyphella longistipitata DL688 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H42."
"LC206655"	"Diaporthe nobilis gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3894."
"LC373130"	"Crassiperidium quadrisporum KT 2798-1 TEF1 gene for elongation factor 1 alpha, partial cds."
"AB848545"	"Pezizales sp. YM1214 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence."
"LC206575"	"Sphaerulina berberidis gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3641."
"LC206470"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3194."
"LC373095"	"Crassiperidium quadrisporum KT 2798-2 gene for 18S ribosomal RNA, partial sequence."
"LC206514"	"Didymosphaeria variabile gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3308."
"AB915939"	"Phomopsis sp. 2C3211 genes for ITS2, 28S rRNA, partial sequence."
"LC206563"	"Trametes versicolor gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3624."
"LC206604"	"Trichoderma citrinum gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3700."
"LC373091"	"Crassiperidium octosporum KT 3604 gene for 18S ribosomal RNA, partial sequence."
"LC206629"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3836."
"LC497377"	"Dasyscyphella longistipitata DL767 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H125."
"AB926068"	"Lanzia sp. 2 FC-2820 genes for 18S rRNA, ITS 1, 5.8S rRNA, ITS 2, and 28S rRNA, partial and complete sequence, culture_collection: TNS:F-40081."
"LC194353"	"Cryptocoryneum congregatum gene for 28S ribosomal RNA, partial sequence, strain: KT2892."
"LC096142"	"Cryptocoryneum japonicum tef1 gene for translation elongation factor-1 alpha, partial cds, strain: KT2961."
"KC660426"	"Neonectria coccinea strain MAFF 241561 alpha-actin (ACT) gene, partial cds."
"LC206665"	"Pezicula melanigena gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3963."
"AB508119"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H13, country: Japan:Aomori, Mt. Iwaki."
"AB757819"	"Hartigiola faggalli genes for 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: M06hf."
"LC206466"	"Fusicoccum quercus gene for ITS1, 5.8S rRNA, ITS2 and 28S rRNA, partial and complete sequence, isolate: FC-3190."
"LC194435"	"Cryptocoryneum congregatum RPB2 gene for RNA polymerase II second largest subunit, partial cds, strain: KT2892."
"AB553637"	"Asterosporium asterospermum gene for 18S ribosomal RNA, partial sequence, strain: KT2138."
"LC373139"	"Crassiperidium octosporum KT 3604 RPB2 gene for RNA polymerase II second largest subunit, partial cds."
"LC497358"	"Dasyscyphella longistipitata DL712 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, haplotype: H65."
"LC373117"	"Crassiperidium octosporum MM 9 gene for 28S ribosomal RNA, partial sequence."
"AB508106"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H10, country: Japan:Kumamoto, Nihonsugi-toge."
"AB508118"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H12, country: Japan:Kumamoto, Nihonsugi-toge."
"AB508127"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H22, country: Japan:Aomori, Mt. Iwaki."
"AB162840"	"Hartigiola faggalli mitochondrial COI gene for cytochrome oxidase subunit I, partial cds, isolate: S2."
"AB508166"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H62, country: Japan:Ehime, Mt. Takanawa."
"AB508132"	"Dasyscyphella longistipitata gene for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, haplotype: H28, country: Japan:Fukushima, Mt. Mitsumori."
"LC373102"	"Crassiperidium octosporum KT 3468 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence."
