accession	description
"BBD05309"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BBD05311"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BAP46841"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAZ96504"	"Cryptocoryneum paracondensatum partial RNA polymerase II second largest subunit"
"BBA13749"	"Melanomma pulvis-pyrius partial RNA polymerase II second largest subunit"
"BAZ96502"	"Cryptocoryneum longicondensatum partial RNA polymerase II second largest subunit"
"BBD05294"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"AEW12133"	"Octaviania japonimontana partial translation elongation factor 1-alpha"
"BAZ96496"	"Cryptocoryneum japonicum partial RNA polymerase II second largest subunit"
"BAW18751"	"Cryptocoryneum longicondensatum partial translation elongation factor-1 alpha"
"BAP46855"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05297"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BAD13484"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13473"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05314"	"Crassiperidium quadrisporum partial RNA polymerase II second largest subunit"
"AEW12136"	"Octaviania japonimontana partial translation elongation factor 1-alpha"
"BBD05293"	"Crassiperidium octosporum partial elongation factor 1 alpha"
"BBD05312"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BBA13717"	"Melanomma japonicum partial elongation factor 1 alpha"
"BAW18754"	"Cryptocoryneum paracondensatum partial translation elongation factor-1 alpha"
"BAD13481"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBD05313"	"Crassiperidium quadrisporum partial RNA polymerase II second largest subunit"
"BAD13479"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBA13744"	"Melanomma japonicum partial RNA polymerase II second largest subunit"
"BBD05310"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BAW18753"	"Cryptocoryneum paracondensatum partial translation elongation factor-1 alpha"
"AEW12137"	"Octaviania japonimontana partial translation elongation factor 1-alpha"
"BAP46853"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAZ96503"	"Cryptocoryneum longicondensatum partial RNA polymerase II second largest subunit"
"BBA13763"	"Pseudodidymella fagi partial RNA polymerase II second largest subunit"
"BBD05305"	"Crassiperidium octosporum partial RNA polymerase II second largest subunit"
"BBA13764"	"Pseudodidymella fagi partial RNA polymerase II second largest subunit"
"AEW12166"	"Harrya chromapes partial translation elongation factor 1-alpha"
"BBA13716"	"Melanomma japonicum partial elongation factor 1 alpha"
"BBD05302"	"Crassiperidium quadrisporum partial elongation factor 1 alpha"
"AHE74328"	"Neonectria microconidia partial translation elongation factor 1-alpha"
"BBA13721"	"Melanomma pulvis-pyrius partial elongation factor 1 alpha"
"BBA13733"	"Pseudodidymella fagi partial elongation factor 1 alpha"
"BAP46840"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13474"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAW18744"	"Cryptocoryneum congregatum partial translation elongation factor-1 alpha"
"BBA13762"	"Pseudodidymella fagi partial RNA polymerase II second largest subunit"
"BAP46856"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13475"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13477"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAP46849"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13482"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13471"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAP46842"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAP46837"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAP46847"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BAD13489"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"BBA13736"	"Pseudodidymella fagi partial elongation factor 1 alpha"
"BAP46850"	"Hartigiola faggalli partial cytochrome oxidase subunit I"
"AHE74437"	"Neonectria coccinea partial beta-tubulin"
"BAW18747"	"Cryptocoryneum japonicum partial translation elongation factor-1 alpha"
